STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2010,,1.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2011,,1.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2012,,-3.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2013,,-5.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2014,,-2.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2015,,-0.1,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2016,,1.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2017,,3.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2018,,7.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2019,,9.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2020,,5.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2021,,4.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2022,,15.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,ES,Spain,2023,,13.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2000,,1.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2001,,1.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2002,,3.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2003,,3.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2004,,3.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2005,,3.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2006,,2.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2007,,3.2,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2008,,2.6,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2009,,1.6,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2010,,1.7,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2011,,1.7,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2012,,1.3,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2007,European Union - 27 countries (2007-2013),2013,,1.4,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2000,,1.6,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2001,,0.8,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2002,,3.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2003,,3.8,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2004,,3.4,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2005,,3.0,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2006,,2.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2007,,2.9,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2008,,2.3,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2009,,1.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2010,,1.3,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2011,,1.5,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2012,,1.1,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2013,,1.0,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2014,,1.5,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2015,,3.1,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2016,,1.8,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2017,,2.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2018,,4.1,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2019,,3.1,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2020,,0.4,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2021,,2.6,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2022,,6.7,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU27_2020,European Union - 27 countries (from 2020),2023,,6.2,,bep,"break in time series, estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2000,,1.7,,be,"break in time series, estimated",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2001,,1.0,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2002,,3.3,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2003,,3.7,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2004,,3.5,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2005,,3.2,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2006,,2.9,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2007,,3.2,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2008,,2.6,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,CNMIGRATRT,Crude rate of net migration plus statistical adjustment,EU28,European Union - 28 countries (2013-2020),2009,,1.6,,,,,
