STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,cpatc,Cooperative patent classification,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2004,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2005,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2006,,0.13,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2007,,0.13,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2008,,0.13,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2009,,0.13,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2010,,0.14,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2011,,0.14,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2012,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2013,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2014,,0.21,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2015,,0.07,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2016,,0.05,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2017,,0.03,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2018,,0.07,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2019,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,BG,Bulgaria,2020,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2000,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2001,,0.71,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2002,,1.79,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2003,,0.18,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2004,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2005,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2006,,0.67,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2007,,0.26,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2008,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2009,,0.05,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2010,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2011,,2.12,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2012,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2013,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2014,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2015,,1.18,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2016,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2017,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2018,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2019,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CY,Cyprus,2020,,0,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2000,,0.24,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2001,,0.44,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2002,,0.09,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2003,,0.26,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2004,,0.41,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2005,,0.61,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2006,,0.12,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2007,,0.6,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2008,,0.2,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2009,,0.51,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2010,,0.73,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2011,,0.42,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2012,,0.7,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2013,,0.67,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2014,,0.41,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2015,,0.25,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2016,,0.17,,,,,
dataflow,ESTAT:CEI_CIE020(1.0),Patents related to recycling and secondary raw materials,A,Annual,Y02W,Climate change mitigation technologies related to wastewater treatment or waste management,P_MHAB,Per million inhabitants,CZ,Czechia,2017,,0.6,,,,,
